name,coordinates,price,bed,bath,park_num,postcode,Latitude,Longitude
2/21 Milton Street West Footscray VIC 3012,"[-37.7970595, 144.8796228]",560.0,2.0,1.0,1,3012,-37.7970595,144.8796228
3 IRVING COURT Maidstone VIC 3012,"[-37.7852258, 144.8730575]",680.0,5.0,1.0,6,3012,-37.7852258,144.8730575
5/16 Warleigh Road West Footscray VIC 3012,"[-37.7992888, 144.8794029]",330.0,1.0,1.0,1,3012,-37.7992888,144.8794029
1/3B Indwe Street West Footscray VIC 3012,"[-37.8039838, 144.8693479]",520.0,2.0,1.0,2,3012,-37.8039838,144.8693479
6/103 Stanhope Street West Footscray VIC 3012,"[-37.7951536, 144.8651502]",185.0,1.0,1.0,0,3012,-37.7951536,144.8651502
2/2 Omar Street Maidstone VIC 3012,"[-37.7823431, 144.8705386]",520.0,2.0,2.0,1,3012,-37.7823431,144.8705386
5/59 Edgar Street Kingsville VIC 3012,"[-37.8112839, 144.8773034]",380.0,2.0,1.0,1,3012,-37.8112839,144.8773034
2/4 Clarendon Parade West Footscray VIC 3012,"[-37.8052584, 144.8697873]",600.0,4.0,2.0,2,3012,-37.8052584,144.8697873
22 Dempster Street West Footscray VIC 3012,"[-37.8015028, 144.8616266]",410.0,2.0,1.0,3,3012,-37.8015028,144.8616266
159 Essex Street West Footscray VIC 3012,"[-37.7930226, 144.8705649]",600.0,3.0,1.0,3,3012,-37.7930226,144.8705649
1/76 Roberts Street West Footscray VIC 3012,"[-37.8074476, 144.8701872]",700.0,3.0,2.0,2,3012,-37.8074476,144.8701872
32 Market Street West Footscray VIC 3012,"[-37.7972201, 144.8790314]",480.0,2.0,1.0,0,3012,-37.7972201,144.8790314
14B Emu Road Maidstone VIC 3012,"[-37.7796791, 144.8829641]",1000.0,4.0,3.0,2,3012,-37.7796791,144.8829641
38 Highbury Street West Footscray VIC 3012,"[-37.8055822, 144.8751136]",750.0,4.0,2.0,1,3012,-37.8055822,144.8751136
8/132 Rupert Street West Footscray VIC 3012,"[-37.7980075, 144.8672276]",280.0,1.0,1.0,2,3012,-37.7980075,144.8672276
1/40-42 Kingsville Street Kingsville VIC 3012,"[-37.80927399999999, 144.878334]",570.0,3.0,2.0,1,3012,-37.80927399999999,144.878334
106/372 Geelong Rd West Footscray VIC 3012,"[-37.8083822, 144.8736394]",460.0,2.0,1.0,1,3012,-37.8083822,144.8736394
118 Ballarat Road Maidstone VIC 3012,"[-37.7856016, 144.8764097]",650.0,3.0,2.0,2,3012,-37.7856016,144.8764097
203/372 Geelong Road West Footscray VIC 3012,"[-37.8083822, 144.8736394]",450.0,2.0,1.0,1,3012,-37.8083822,144.8736394
3/47 Stenhouse Avenue Brooklyn VIC 3012,"[-37.8207111, 144.8448746]",450.0,2.0,1.0,1,3012,-37.8207111,144.8448746
Maidstone VIC 3012,"[-37.7828499, 144.8689053]",610.0,3.0,2.0,2,3012,-37.7828499,144.8689053
21 Jackson Street Maidstone VIC 3012,"[-37.7860287, 144.8732724]",620.0,3.0,2.0,2,3012,-37.7860287,144.8732724
1/103 Stanhope Street West Footscray VIC 3012,"[-37.7951536, 144.8651502]",185.0,1.0,1.0,0,3012,-37.7951536,144.8651502
52 Hex Street West Footscray VIC 3012,"[-37.8020295, 144.8627438]",480.0,3.0,2.0,0,3012,-37.8020295,144.8627438
2/19 Holland Court Maidstone VIC 3012,"[-37.7856813, 144.8691544]",500.0,2.0,1.0,1,3012,-37.7856813,144.8691544
15/57 Kingsville Street Kingsville VIC 3012,"[-37.8099988, 144.8785969]",270.0,1.0,1.0,1,3012,-37.8099988,144.8785969
5/1 Clarendon Street Maidstone VIC 3012,"[-37.784875, 144.8671264]",550.0,3.0,1.0,1,3012,-37.784875,144.8671264
7 Cypress Avenue Brooklyn VIC 3012,"[-37.823039, 144.8473617]",480.0,3.0,1.0,4,3012,-37.823039,144.8473617
7/4 Beaumont Parade West Footscray VIC 3012,"[-37.80767880000001, 144.8693949]",395.0,2.0,1.0,1,3012,-37.80767880000001,144.8693949
4/36 Edgar Street Kingsville VIC 3012,"[-37.80963879999999, 144.8766309]",400.0,2.0,1.0,1,3012,-37.80963879999999,144.8766309
6/50 Eucalyptus Drive Maidstone VIC 3012,"[-37.7794966, 144.8728756]",470.0,2.0,2.0,1,3012,-37.7794966,144.8728756
2/23 Wattle Road Maidstone VIC 3012,"[-37.7777159, 144.8825753]",600.0,3.0,2.0,2,3012,-37.7777159,144.8825753
65 Ringtail Circuit Maidstone VIC 3012,"[-37.782971, 144.8809403]",650.0,3.0,2.0,2,3012,-37.782971,144.8809403
59/48 Eucalyptus Dr Maidstone VIC 3012,"[-37.7794966, 144.8728756]",390.0,1.0,1.0,1,3012,-37.7794966,144.8728756
10 Chatfield Street Kingsville VIC 3012,"[-37.809795, 144.8773982]",540.0,3.0,1.0,3,3012,-37.809795,144.8773982
44/48 Eucalyptus Dr Maidstone VIC 3012,"[-37.7794966, 144.8728756]",360.0,1.0,1.0,1,3012,-37.7794966,144.8728756
2/695 Barkly Street West Footscray VIC 3012,"[-37.7966083, 144.8678655]",550.0,3.0,1.0,2,3012,-37.7966083,144.8678655
1/36 Edgar Street Kingsville VIC 3012,"[-37.80963879999999, 144.8766309]",390.0,2.0,1.0,1,3012,-37.80963879999999,144.8766309
5/4 Beaumont Parade West Footscray VIC 3012,"[-37.80767880000001, 144.8693949]",300.0,1.0,1.0,1,3012,-37.80767880000001,144.8693949
10 Eucalyptus Drive Maidstone VIC 3012,"[-37.7785331, 144.8717252]",850.0,4.0,3.0,2,3012,-37.7785331,144.8717252
5 Coleman Court Maidstone VIC 3012,"[-37.7888076, 144.8723269]",500.0,3.0,1.0,2,3012,-37.7888076,144.8723269
2/122 Suffolk Street Maidstone VIC 3012,"[-37.7895928, 144.8664509]",500.0,3.0,1.0,1,3012,-37.7895928,144.8664509
171 Ballarat Road Maidstone VIC 3012,"[-37.7837522, 144.8706501]",390.0,2.0,1.0,1,3012,-37.7837522,144.8706501
55 Powell Street Yarraville VIC 3013,"[-37.8173979, 144.8852636]",900.0,4.0,2.0,2,3013,-37.8173979,144.8852636
156 Roberts Street Yarraville VIC 3013,"[-37.8142768, 144.868717]",590.0,3.0,2.0,1,3013,-37.8142768,144.868717
24 Benbow Street Yarraville VIC 3013,"[-37.8223426, 144.8791173]",790.0,4.0,1.0,1,3013,-37.8223426,144.8791173
6 Benbow Street Yarraville VIC 3013,"[-37.8225708, 144.8807506]",890.0,4.0,3.0,2,3013,-37.8225708,144.8807506
35 Cecil Street Yarraville VIC 3013,"[-37.8142562, 144.8809655]",550.0,2.0,1.0,0,3013,-37.8142562,144.8809655
22 Canterbury Street Yarraville VIC 3013,"[-37.8156799, 144.8881435]",775.0,3.0,1.0,0,3013,-37.8156799,144.8881435
32 Ovens Street Yarraville VIC 3013,"[-37.8181203, 144.8916682]",680.0,2.0,1.0,0,3013,-37.8181203,144.8916682
5/78 Anderson Street Yarraville VIC 3013,"[-37.8160673, 144.8872659]",350.0,1.0,1.0,1,3013,-37.8160673,144.8872659
119A Simpson Street Yarraville VIC 3013,"[-37.8169341, 144.8877566]",570.0,3.0,1.0,1,3013,-37.8169341,144.8877566
7 Carder Place Yarraville VIC 3013,"[-37.8226813, 144.8886216]",730.0,3.0,2.0,1,3013,-37.8226813,144.8886216
7/28 Salisbury Street Yarraville VIC 3013,"[-37.8235555, 144.8844477]",550.0,2.0,2.0,1,3013,-37.8235555,144.8844477
21 Condenser Drive Yarraville VIC 3013,"[-37.8218034, 144.8888821]",760.0,3.0,2.0,1,3013,-37.8218034,144.8888821
39 Mackay Street Yarraville VIC 3013,"[-37.8100365, 144.8906366]",580.0,2.0,1.0,0,3013,-37.8100365,144.8906366
61 Tongue Street Yarraville VIC 3013,"[-37.8131463, 144.8909053]",630.0,2.0,1.0,0,3013,-37.8131463,144.8909053
47 Mill Avenue Yarraville VIC 3013,"[-37.8222822, 144.872198]",730.0,4.0,3.0,2,3013,-37.8222822,144.872198
12 Adeney Street Yarraville VIC 3013,"[-37.8163817, 144.8666543]",450.0,3.0,1.0,2,3013,-37.8163817,144.8666543
229B Somerville Road Yarraville VIC 3013,"[-37.8124289, 144.8779569]",300.0,1.0,1.0,0,3013,-37.8124289,144.8779569
4/185 Francis Street Yarraville VIC 3013,"[-37.8206224, 144.8827922]",420.0,1.0,1.0,2,3013,-37.8206224,144.8827922
2/8 Goulburn Street Yarraville VIC 3013,"[-37.8151318, 144.8915949]",560.0,2.0,1.0,0,3013,-37.8151318,144.8915949
449 Geelong Road Yarraville VIC 3013,"[-37.8121455, 144.8675997]",595.0,4.0,2.0,3,3013,-37.8121455,144.8675997
1/14 Canterbury Street Yarraville VIC 3013,"[-37.8158165, 144.8887535]",650.0,2.0,1.0,2,3013,-37.8158165,144.8887535
12 Berry Street Yarraville VIC 3013,"[-37.8114379, 144.8964935]",950.0,4.0,2.0,0,3013,-37.8114379,144.8964935
5 Carder Place Yarraville VIC 3013,"[-37.822675, 144.8885654]",750.0,3.0,2.0,1,3013,-37.822675,144.8885654
23 Condenser Drive Yarraville VIC 3013,"[-37.8217537, 144.8888949]",780.0,3.0,2.0,1,3013,-37.8217537,144.8888949
1 Freeman Street Yarraville VIC 3013,"[-37.8157507, 144.8746476]",625.0,3.0,1.0,1,3013,-37.8157507,144.8746476
147 Anderson Street Yarraville VIC 3013,"[-37.8161569, 144.884404]",795.0,5.0,2.0,4,3013,-37.8161569,144.884404
3/37 Stephen Street Yarraville VIC 3013,"[-37.8123071, 144.8953548]",720.0,3.0,2.0,2,3013,-37.8123071,144.8953548
3/364 Williamstown Road Yarraville VIC 3013,"[-37.8216665, 144.8815928]",580.0,3.0,2.0,2,3013,-37.8216665,144.8815928
39 Mackay Street Yarraville VIC 3013,"[-37.8100365, 144.8906366]",580.0,2.0,1.0,0,3013,-37.8100365,144.8906366
15 Cloth Road Yarraville VIC 3013,"[-37.8224843, 144.8886129]",790.0,3.0,2.0,2,3013,-37.8224843,144.8886129
96 Powell Street Yarraville VIC 3013,"[-37.8199058, 144.884275]",600.0,3.0,1.0,3,3013,-37.8199058,144.884275
G03/6 Paine Street Newport VIC 3015,"[-37.8478551, 144.8889065]",450.0,1.0,1.0,1,3015,-37.8478551,144.8889065
13 Schutt Street Newport VIC 3015,"[-37.8412387, 144.8803208]",750.0,3.0,2.0,1,3015,-37.8412387,144.8803208
2/36 Bradley St Newport VIC 3015,"[-37.842563, 144.8721281]",650.0,2.0,1.0,2,3015,-37.842563,144.8721281
47 Junction Street Newport VIC 3015,"[-37.8355915, 144.877871]",600.0,3.0,1.0,2,3015,-37.8355915,144.877871
4/199 Woods Street Newport VIC 3015,"[-37.8451798, 144.8671977]",720.0,3.0,2.0,2,3015,-37.8451798,144.8671977
3 Mcrobert Street Newport VIC 3015,"[-37.8382703, 144.8829113]",520.0,2.0,1.0,1,3015,-37.8382703,144.8829113
2/171 Mason Street Newport VIC 3015,"[-37.841405, 144.868493]",695.0,3.0,1.0,1,3015,-37.841405,144.868493
2B Junction Street Newport VIC 3015,"[-37.8356027, 144.8818668]",830.0,3.0,2.0,2,3015,-37.8356027,144.8818668
2A Junction Street Newport VIC 3015,"[-37.8356125, 144.8819483]",830.0,3.0,2.0,2,3015,-37.8356125,144.8819483
67 Gordon Street Newport VIC 3015,"[-37.8350068, 144.8671699]",960.0,4.0,3.0,3,3015,-37.8350068,144.8671699
77 Elphin St Newport VIC 3015,"[-37.8424348, 144.8856505]",1000.0,3.0,2.0,5,3015,-37.8424348,144.8856505
169 John Liston Drive Newport VIC 3015,"[-37.846232, 144.8844899]",900.0,4.0,2.0,2,3015,-37.846232,144.8844899
66 River Street Newport VIC 3015,"[-37.8405245, 144.8870796]",485.0,2.0,1.0,2,3015,-37.8405245,144.8870796
2/67 Saltley Street South Kingsville VIC 3015,"[-37.830926, 144.867879]",460.0,2.0,1.0,1,3015,-37.830926,144.867879
9 Croker Street Newport VIC 3015,"[-37.8472532, 144.8750774]",570.0,3.0,2.0,2,3015,-37.8472532,144.8750774
3/36 Robert Street Spotswood VIC 3015,"[-37.8289939, 144.8847585]",350.0,1.0,1.0,1,3015,-37.8289939,144.8847585
30 Mirls Street Newport VIC 3015,"[-37.8442783, 144.8797191]",580.0,3.0,1.0,1,3015,-37.8442783,144.8797191
2/81 Truman Street South Kingsville VIC 3015,"[-37.8318698, 144.8686089]",435.0,2.0,1.0,1,3015,-37.8318698,144.8686089
17 William Street Newport VIC 3015,"[-37.8408212, 144.8789884]",800.0,4.0,1.0,2,3015,-37.8408212,144.8789884
105 John Liston Drive Newport VIC 3015,"[-37.8482891, 144.8851776]",820.0,4.0,2.0,2,3015,-37.8482891,144.8851776
12 Thorpe Street Newport VIC 3015,"[-37.8467485, 144.8649354]",520.0,3.0,1.0,3,3015,-37.8467485,144.8649354
29A Hope Street Spotswood VIC 3015,"[-37.829966, 144.885757]",415.0,2.0,1.0,0,3015,-37.829966,144.885757
70 Saltley Street South Kingsville VIC 3015,"[-37.8308874, 144.8673848]",620.0,3.0,2.0,2,3015,-37.8308874,144.8673848
84a Graham Street Newport VIC 3015,"[-37.834183, 144.868763]",950.0,4.0,2.0,2,3015,-37.834183,144.868763
3/47 Vernon Street South Kingsville VIC 3015,"[-37.8310531, 144.871918]",460.0,2.0,1.0,1,3015,-37.8310531,144.871918
4/47 Vernon Street South Kingsville VIC 3015,"[-37.8311168, 144.872066]",470.0,2.0,1.0,1,3015,-37.8311168,144.872066
23/4 Mason Street Newport VIC 3015,"[-37.842124, 144.8821217]",590.0,2.0,1.0,1,3015,-37.842124,144.8821217
3/97 Blackshaws Road Newport VIC 3015,"[-37.8344805, 144.8747803]",390.0,2.0,1.0,1,3015,-37.8344805,144.8747803
51A The Avenue Spotswood VIC 3015,"[-37.827479, 144.881738]",600.0,3.0,2.0,2,3015,-37.827479,144.881738
178 Hudsons Road Spotswood VIC 3015,"[-37.8286573, 144.8783867]",570.0,3.0,1.0,3,3015,-37.8286573,144.8783867
4/150 Woods Street Newport VIC 3015,"[-37.8442888, 144.8673076]",580.0,2.0,2.0,2,3015,-37.8442888,144.8673076
2A Peel Street Newport VIC 3015,"[-37.846328, 144.8936863]",900.0,4.0,2.0,2,3015,-37.846328,144.8936863
28 Mason Street Newport VIC 3015,"[-37.84206, 144.880787]",700.0,1.0,1.0,0,3015,-37.84206,144.880787
50 Mason Street Newport VIC 3015,"[-37.841798, 144.8788595]",3000.0,4.0,2.0,4,3015,-37.841798,144.8788595
39 Pasco Street Williamstown VIC 3016,"[-37.861508, 144.899696]",785.0,3.0,1.0,1,3016,-37.861508,144.899696
110 Dover Road Williamstown VIC 3016,"[-37.8520922, 144.8975468]",600.0,2.0,1.0,0,3016,-37.8520922,144.8975468
107/154 Ferguson Street Williamstown VIC 3016,"[-37.8580163, 144.8921587]",450.0,1.0,1.0,1,3016,-37.8580163,144.8921587
6 Lakeview Avenue Williamstown VIC 3016,"[-37.8566472, 144.8714244]",800.0,3.0,2.0,2,3016,-37.8566472,144.8714244
110/47 Nelson Place Williamstown VIC 3016,"[-37.8645254, 144.9081574]",510.0,1.0,1.0,1,3016,-37.8645254,144.9081574
203/133 Railway Place Williamstown VIC 3016,"[-37.8596295, 144.8904057]",520.0,2.0,1.0,1,3016,-37.8596295,144.8904057
47 Princes Street Williamstown VIC 3016,"[-37.8523968, 144.892313]",600.0,3.0,1.0,0,3016,-37.8523968,144.892313
1/19 Cole Street Williamstown VIC 3016,"[-37.863778, 144.9026205]",330.0,1.0,1.0,0,3016,-37.863778,144.9026205
9/31 Dover Road Williamstown VIC 3016,"[-37.855644, 144.8993625]",350.0,1.0,1.0,1,3016,-37.855644,144.8993625
37 Victoria Street Williamstown VIC 3016,"[-37.86506050000001, 144.8877566]",2000.0,4.0,3.0,1,3016,-37.86506050000001,144.8877566
32 Mill Lane Williamstown VIC 3016,"[-37.866837, 144.8937785]",1200.0,4.0,2.0,2,3016,-37.866837,144.8937785
704/7 Windsor Terrace Williamstown VIC 3016,"[-37.8656845, 144.9092977]",750.0,2.0,1.0,2,3016,-37.8656845,144.9092977
8/68 Kororoit Creek Road Williamstown North VIC 3016,"[-37.8571205, 144.8841122]",450.0,2.0,1.0,1,3016,-37.8571205,144.8841122
131 Ferguson Street Williamstown VIC 3016,"[-37.8585362, 144.8927859]",1050.0,4.0,2.0,4,3016,-37.8585362,144.8927859
12/2 Thompson Street Williamstown VIC 3016,"[-37.8639256, 144.9048536]",475.0,2.0,2.0,1,3016,-37.8639256,144.9048536
507/25 Windsor Terrace Williamstown VIC 3016,"[-37.8666159, 144.9089715]",850.0,2.0,2.0,2,3016,-37.8666159,144.9089715
10/25 Windsor Terrace Williamstown VIC 3016,"[-37.8666159, 144.9089715]",495.0,1.0,1.0,1,3016,-37.8666159,144.9089715
24B Kanowna Street Williamstown VIC 3016,"[-37.8663298, 144.9093]",3750.0,4.0,3.0,0,3016,-37.8663298,144.9093
20 Pasco Street Williamstown VIC 3016,"[-37.8608947, 144.9005668]",850.0,3.0,1.0,1,3016,-37.8608947,144.9005668
12/14 Stevedore Street Williamstown VIC 3016,"[-37.8570828, 144.9006389]",395.0,1.0,1.0,1,3016,-37.8570828,144.9006389
5a Dalgarno Street Williamstown VIC 3016,"[-37.852607, 144.8967837]",625.0,2.0,1.0,1,3016,-37.852607,144.8967837
4/14 Victoria Street Williamstown VIC 3016,"[-37.8664795, 144.8881196]",795.0,2.0,1.0,1,3016,-37.8664795,144.8881196
38A Sussex Street Seaholme VIC 3018,"[-37.8639873, 144.8411856]",930.0,5.0,3.0,3,3018,-37.8639873,144.8411856
48 Curlew Avenue Altona VIC 3018,"[-37.86638180000001, 144.8115383]",615.0,3.0,1.0,6,3018,-37.86638180000001,144.8115383
104/118 Pier Street Altona VIC 3018,"[-37.8654129, 144.831152]",470.0,2.0,1.0,1,3018,-37.8654129,144.831152
12A Lark Street Altona VIC 3018,"[-37.8695978, 144.8069863]",380.0,2.0,1.0,1,3018,-37.8695978,144.8069863
2/221 Esplanade Altona VIC 3018,"[-37.8707633, 144.8239793]",260.0,1.0,1.0,0,3018,-37.8707633,144.8239793
302/112-114 Pier Street Altona VIC 3018,"[-37.8659628, 144.8310186]",485.0,2.0,1.0,1,3018,-37.8659628,144.8310186
2/68 Queen Street Altona VIC 3018,"[-37.8706641, 144.8358429]",350.0,2.0,1.0,1,3018,-37.8706641,144.8358429
203/113 Pier Street Altona VIC 3018,"[-37.8660079, 144.830605]",435.0,2.0,1.0,1,3018,-37.8660079,144.830605
3/31 Vine Street Braybrook VIC 3019,"[-37.78068460000001, 144.8566921]",450.0,2.0,1.0,1,3019,-37.78068460000001,144.8566921
3/8 Lord Place Braybrook VIC 3019,"[-37.788388, 144.8552972]",460.0,2.0,1.0,1,3019,-37.788388,144.8552972
2/22 Hancock Crescent Braybrook VIC 3019,"[-37.78198560000001, 144.8584471]",360.0,2.0,1.0,2,3019,-37.78198560000001,144.8584471
9 Inventory Walk Braybrook VIC 3019,"[-37.7948559, 144.846797]",595.0,3.0,2.0,2,3019,-37.7948559,144.846797
111/251 Ballarat Road Braybrook VIC 3019,"[-37.7808395, 144.8607226]",380.0,2.0,1.0,1,3019,-37.7808395,144.8607226
3/15 Myamyn Street Braybrook VIC 3019,"[-37.789399, 144.8472782]",500.0,2.0,1.0,1,3019,-37.789399,144.8472782
25 Royal Road Braybrook VIC 3019,"[-37.7944699, 144.8490143]",530.0,3.0,2.0,2,3019,-37.7944699,144.8490143
1 Walker Place Braybrook VIC 3019,"[-37.7834033, 144.8558258]",430.0,2.0,1.0,3,3019,-37.7834033,144.8558258
59 Teague Crescent Braybrook VIC 3019,"[-37.7957492, 144.8492321]",630.0,4.0,2.0,1,3019,-37.7957492,144.8492321
7 Compton Parade Sunshine North VIC 3020,"[-37.7706173, 144.8315958]",400.0,2.0,1.0,2,3020,-37.7706173,144.8315958
8/5 King Edward Avenue Albion VIC 3020,"[-37.7824546, 144.8264854]",340.0,2.0,1.0,1,3020,-37.7824546,144.8264854
1/32 Mailey Street Sunshine West VIC 3020,"[-37.7913703, 144.8130287]",440.0,3.0,1.0,0,3020,-37.7913703,144.8130287
39 Fontana Close Sunshine West VIC 3020,"[-37.7957744, 144.8002798]",440.0,2.0,1.0,1,3020,-37.7957744,144.8002798
3/529 Ballarat Road Albion VIC 3020,"[-37.7766933, 144.8211425]",520.0,3.0,2.0,2,3020,-37.7766933,144.8211425
7 Compton Parade Sunshine North VIC 3020,"[-37.7706173, 144.8315958]",400.0,2.0,1.0,2,3020,-37.7706173,144.8315958
306 & 307/254 Hampshire Road Sunshine VIC 3020,"[-37.7857084, 144.8324763]",2700.0,2.0,2.0,1,3020,-37.7857084,144.8324763
3/80 Westmoreland Road Sunshine North VIC 3020,"[-37.7703797, 144.8361267]",430.0,2.0,1.0,1,3020,-37.7703797,144.8361267
6/28 Sydney Street Albion VIC 3020,"[-37.7824341, 144.8227964]",250.0,1.0,1.0,1,3020,-37.7824341,144.8227964
41 Benjamin Street Sunshine VIC 3020,"[-37.7937483, 144.8315098]",520.0,3.0,1.0,2,3020,-37.7937483,144.8315098
1/6 York Street Albion VIC 3020,"[-37.7768875, 144.8186866]",450.0,2.0,1.0,1,3020,-37.7768875,144.8186866
41 Meadowbank Drive Sunshine North VIC 3020,"[-37.7584462, 144.8232415]",500.0,4.0,2.0,2,3020,-37.7584462,144.8232415
6/16 Wiltshire Street Sunshine North VIC 3020,"[-37.775064, 144.845849]",480.0,3.0,1.0,2,3020,-37.775064,144.845849
51 Ardoyne Street Sunshine VIC 3020,"[-37.7966112, 144.8251528]",520.0,4.0,2.0,2,3020,-37.7966112,144.8251528
2/16 Forrest Street Albion VIC 3020,"[-37.7849817, 144.8249978]",350.0,2.0,1.0,1,3020,-37.7849817,144.8249978
11/15 Ridley Street Albion VIC 3020,"[-37.7839801, 144.8251576]",300.0,1.0,1.0,1,3020,-37.7839801,144.8251576
46 Fontana Close Sunshine West VIC 3020,"[-37.7959082, 144.7981621]",595.0,3.0,2.0,2,3020,-37.7959082,144.7981621
14 Mernda Street Sunshine West VIC 3020,"[-37.7887488, 144.824981]",550.0,3.0,1.0,3,3020,-37.7887488,144.824981
3/52 King Edward Avenue Albion VIC 3020,"[-37.7815058, 144.8204949]",350.0,2.0,1.0,1,3020,-37.7815058,144.8204949
3/13 Mayne Street Sunshine West VIC 3020,"[-37.7909173, 144.8250057]",480.0,2.0,1.0,1,3020,-37.7909173,144.8250057
6 Boreham Street Sunshine VIC 3020,"[-37.8005593, 144.8226187]",400.0,3.0,1.0,0,3020,-37.8005593,144.8226187
5 Jeff Court Sunshine North VIC 3020,"[-37.7602409, 144.8256682]",400.0,3.0,1.0,2,3020,-37.7602409,144.8256682
78 Cornwall road Sunshine VIC 3020,"[-37.78560909999999, 144.8416478]",450.0,3.0,1.0,2,3020,-37.78560909999999,144.8416478
1 Union Street Sunshine VIC 3020,"[-37.7893331, 144.8442254]",700.0,4.0,2.0,2,3020,-37.7893331,144.8442254
4 Hall Street Sunshine West VIC 3020,"[-37.7907477, 144.8067501]",480.0,5.0,1.0,1,3020,-37.7907477,144.8067501
11 Benjamin Street Sunshine VIC 3020,"[-37.7939126, 144.8330201]",450.0,3.0,1.0,1,3020,-37.7939126,144.8330201
307/91 Wattlebird Court Sunshine North VIC 3020,"[-37.7695341, 144.8499539]",450.0,2.0,2.0,1,3020,-37.7695341,144.8499539
2 Roussac Court Sunshine North VIC 3020,"[-37.756658, 144.8294158]",430.0,3.0,1.0,3,3020,-37.756658,144.8294158
15 Omega Street Sunshine VIC 3020,"[-37.7800508, 144.8370082]",350.0,1.0,1.0,0,3020,-37.7800508,144.8370082
10 OMEGA STREET Sunshine VIC 3020,"[-37.7797916, 144.8377557]",800.0,2.0,1.0,1,3020,-37.7797916,144.8377557
79A Warwick Road Sunshine North VIC 3020,"[-37.76879, 144.83637]",430.0,2.0,1.0,1,3020,-37.76879,144.83637
3/346 Hampshire Crescent Sunshine VIC 3020,"[-37.7798646, 144.8335621]",540.0,2.0,1.0,1,3020,-37.7798646,144.8335621
30 Queen Circuit Sunshine VIC 3020,"[-37.7972155, 144.8288467]",410.0,2.0,2.0,1,3020,-37.7972155,144.8288467
16 Kermeen Street Sunshine West VIC 3020,"[-37.7981349, 144.8127407]",350.0,3.0,1.0,2,3020,-37.7981349,144.8127407
2/61 Mailey Street Sunshine West VIC 3020,"[-37.79152819999999, 144.8113074]",400.0,2.0,1.0,1,3020,-37.79152819999999,144.8113074
24 Vernon Crescent Sunshine West VIC 3020,"[-37.7860088, 144.8015757]",460.0,3.0,1.0,1,3020,-37.7860088,144.8015757
25 Bangerang Avenue Sunshine North VIC 3020,"[-37.7628885, 144.824981]",400.0,3.0,1.0,3,3020,-37.7628885,144.824981
15 Hampshire Road Sunshine VIC 3020,"[-37.7952267, 144.8301783]",495.0,3.0,1.0,2,3020,-37.7952267,144.8301783
51 Camperdown Avenue Sunshine North VIC 3020,"[-37.7643941, 144.8218026]",580.0,5.0,3.0,2,3020,-37.7643941,144.8218026
35 Stenson Road Kealba VIC 3021,"[-37.7384007, 144.826785]",500.0,4.0,2.0,3,3021,-37.7384007,144.826785
1/77 McArthur Avenue St Albans VIC 3021,"[-37.7388958, 144.8120959]",380.0,3.0,1.0,0,3021,-37.7388958,144.8120959
4 Finn Street St Albans VIC 3021,"[-37.7482564, 144.8006369]",680.0,4.0,2.0,1,3021,-37.7482564,144.8006369
21 Skipton Street St Albans VIC 3021,"[-37.748619, 144.8219744]",420.0,4.0,1.0,3,3021,-37.748619,144.8219744
62 Gratz Street St Albans VIC 3021,"[-37.74944259999999, 144.802982]",490.0,3.0,2.0,2,3021,-37.74944259999999,144.802982
4 Tollhouse Rd Kings Park VIC 3021,"[-37.7341925, 144.7755586]",430.0,3.0,1.0,2,3021,-37.7341925,144.7755586
54 President Road Albanvale VIC 3021,"[-37.7478273, 144.7714807]",420.0,3.0,1.0,2,3021,-37.7478273,144.7714807
2/11 Conrad Street St Albans VIC 3021,"[-37.734817, 144.809011]",340.0,2.0,1.0,1,3021,-37.734817,144.809011
2 Delamare Street Albanvale VIC 3021,"[-37.7432354, 144.7659438]",420.0,3.0,1.0,2,3021,-37.7432354,144.7659438
2/4 Graceburn Grove St Albans VIC 3021,"[-37.7286802, 144.7971032]",420.0,2.0,2.0,1,3021,-37.7286802,144.7971032
34 Angelique Grove Albanvale VIC 3021,"[-37.7494389, 144.7711803]",365.0,3.0,1.0,1,3021,-37.7494389,144.7711803
3 Butler Street St Albans VIC 3021,"[-37.7390073, 144.7855395]",380.0,3.0,1.0,1,3021,-37.7390073,144.7855395
4 Ure Street St Albans VIC 3021,"[-37.7541978, 144.8008028]",550.0,4.0,2.0,2,3021,-37.7541978,144.8008028
3/72 Kings Road St Albans VIC 3021,"[-37.7336387, 144.781352]",380.0,3.0,1.0,1,3021,-37.7336387,144.781352
2/46 Fox Street St Albans VIC 3021,"[-37.7326239, 144.8060214]",500.0,3.0,2.0,1,3021,-37.7326239,144.8060214
4 Watford Street St Albans VIC 3021,"[-37.7489734, 144.812161]",420.0,3.0,2.0,2,3021,-37.7489734,144.812161
3/46 Fox Street St Albans VIC 3021,"[-37.7324969, 144.8059568]",450.0,3.0,1.0,1,3021,-37.7324969,144.8059568
1/46 Fox Street St Albans VIC 3021,"[-37.732833, 144.8059418]",500.0,3.0,2.0,1,3021,-37.732833,144.8059418
31 Gertrude Street St Albans VIC 3021,"[-37.7397578, 144.7936905]",340.0,2.0,1.0,3,3021,-37.7397578,144.7936905
2 Cowper Avenue St Albans VIC 3021,"[-37.74632, 144.8217597]",440.0,4.0,1.0,1,3021,-37.74632,144.8217597
