FID,OBJECTID,STOP_ID,STOP_NAME,LATITUDE,LONGITUDE,TICKETZONE,ROUTES_USING_STOP,SHAPE,SE_ANNO_CAD_DATA
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7429,210,40220,Roxburgh Park Railway Station (Roxburgh Park),-37.6382,144.9354,2,Craigieburn,POINT (-37.63823103 144.93540384),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_742a,211,40221,Craigieburn Railway Station (Craigieburn),-37.6018,144.9433,2,Craigieburn,POINT (-37.60181703 144.94331988),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_742b,212,44817,Coolaroo Railway Station (Coolaroo),-37.661,144.9261,2,Craigieburn,POINT (-37.66100301 144.92605608),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_742c,213,45793,Lynbrook Railway Station (Lynbrook),-38.0573,145.2493,2,Cranbourne,POINT (-38.05734096 145.24927488),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_742d,214,45794,Cardinia Road Railway Station (Pakenham),-38.0713,145.4378,2,Pakenham,POINT (-38.07128997 145.43779104),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_742e,215,45795,South Morang Railway Station (South Morang),-37.6492,145.067,2,Mernda,POINT (-37.64915901 145.06703208),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_742f,216,46468,Williams Landing Railway Station (Williams Landing),-37.8699,144.7474,2,Werribee,POINT (-37.86986502 144.74744496),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7430,217,52095,Southland Railway Station (Cheltenham),-37.9588,145.0491,2,Frankston,POINT (-37.95875604 145.049121),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7431,218,52159,Middle Gorge Railway Station (South Morang),-37.6441,145.0921,2,Mernda,POINT (-37.64406096 145.09214388),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7432,219,52160,Hawkstowe Railway Station (South Morang),-37.623,145.0974,2,Mernda,POINT (-37.62299502 145.09739592),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7433,220,52161,Mernda Railway Station (Mernda),-37.6025,145.1009,2,Mernda,POINT (-37.60254801 145.10088504),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7434,1,15351,Sunbury Railway Station (Sunbury),-37.5791,144.7273,2,Sunbury,POINT (-37.57909104 144.72731916),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7435,2,15353,Diggers Rest Railway Station (Diggers Rest),-37.627,144.7199,2,Sunbury,POINT (-37.62701703 144.71992188),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7436,3,19827,Stony Point Railway Station (Crib Point),-38.3742,145.2218,2,Stony Point,POINT (-38.37423501 145.22183712),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7437,4,19828,Crib Point Railway Station (Crib Point),-38.3661,145.204,2,Stony Point,POINT (-38.36612304 145.20404304),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7438,5,19829,Morradoo Railway Station (Crib Point),-38.354,145.1896,2,Stony Point,POINT (-38.35403298 145.189602),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7439,6,19830,Bittern Railway Station (Bittern),-38.3374,145.178,2,Stony Point,POINT (-38.33739 145.17802692),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_743a,7,19831,Hastings Railway Station (Hastings),-38.3057,145.186,2,Stony Point,POINT (-38.30565897 145.18598004),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_743b,8,19832,Tyabb Railway Station (Tyabb),-38.2598,145.1864,2,Stony Point,POINT (-38.25981504 145.18640088),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_743c,9,19833,Somerville Railway Station (Somerville),-38.2253,145.1762,2,Stony Point,POINT (-38.22534198 145.17624492),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_743d,10,19834,Baxter Railway Station (Baxter),-38.194,145.1605,2,Stony Point,POINT (-38.19404304 145.16052588),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_743e,11,19835,Glen Iris Railway Station (Glen Iris),-37.8593,145.0582,1,Glen Waverley,POINT (-37.85930802 145.05822504),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_743f,12,19836,Leawarra Railway Station (Frankston),-38.152,145.1395,2,Stony Point,POINT (-38.15203401 145.13953392),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7440,13,19837,Darling Railway Station (Malvern East),-37.869,145.063,"1,2",Glen Waverley,POINT (-37.86895701 145.06295112),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7441,14,19838,East Malvern Railway Station (Malvern East),-37.8769,145.0694,"1,2",Glen Waverley,POINT (-37.87693002 145.06939296),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7442,15,19839,Holmesglen Railway Station (Malvern East),-37.8744,145.0907,"1,2",Glen Waverley,POINT (-37.87440201 145.09066212),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7443,16,19840,Jordanville Railway Station (Mount Waverley),-37.8736,145.1121,2,Glen Waverley,POINT (-37.87360299 145.11209004),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7444,17,19841,Flagstaff Railway Station (Melbourne City),-37.812,144.9557,1,"Belgrave,Craigieburn,Cranbourne,Flemington,Glen Waverley,Hurstbridge,Lilydale,Mernda,Pakenham,Sunbury,Upfield,Alamein",POINT (-37.81198098 144.95565384),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7445,18,19842,Melbourne Central Railway Station (Melbourne City),-37.8099,144.9626,1,"Belgrave,Craigieburn,Cranbourne,Flemington,Glen Waverley,Hurstbridge,Lilydale,Mernda,Pakenham,Sunbury,Upfield,Alamein",POINT (-37.80993897 144.96259392),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7446,19,19843,Parliament Railway Station (Melbourne City),-37.8111,144.9729,1,"Belgrave,Craigieburn,Cranbourne,Flemington,Glen Waverley,Hurstbridge,Lilydale,Mernda,Pakenham,Sunbury,Upfield,Alamein",POINT (-37.81105398 144.97291116),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7447,20,19844,Belgrave Railway Station (Belgrave),-37.9091,145.3553,2,Belgrave,POINT (-37.90910196 145.35529092),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7448,21,19845,Tecoma Railway Station (Tecoma),-37.9081,145.343,2,Belgrave,POINT (-37.90811799 145.34299512),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7449,22,19846,Upwey Railway Station (Upwey),-37.9037,145.3313,2,Belgrave,POINT (-37.90369098 145.33133292),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_744a,23,19847,Alamein Railway Station (Ashburton),-37.8683,145.0797,1,Alamein,POINT (-37.86831999 145.07965584),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_744b,24,19848,Ashburton Railway Station (Ashburton),-37.862,145.0813,1,Alamein,POINT (-37.86196797 145.08134388),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_744c,25,19849,Burwood Railway Station (Glen Iris),-37.8516,145.0805,1,Alamein,POINT (-37.85156298 145.08051084),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_744d,26,19850,Hartwell Railway Station (Camberwell),-37.844,145.0756,1,Alamein,POINT (-37.84398498 145.07556012),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_744e,27,19851,Willison Railway Station (Camberwell),-37.8357,145.0703,1,Alamein,POINT (-37.83571596 145.070298),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_744f,28,19852,Riversdale Railway Station (Camberwell),-37.8315,145.0696,1,Alamein,POINT (-37.83150504 145.06964604),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7450,29,19853,Camberwell Railway Station (Camberwell),-37.8266,145.0587,1,"Belgrave,Lilydale,Alamein",POINT (-37.82656701 145.058697),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7451,30,19854,Flinders Street Railway Station (Melbourne City),-37.8183,144.967,1,"Belgrave,Craigieburn,Cranbourne,Flemington,Frankston,Glen Waverley,Hurstbridge,Lilydale,Mernda,Pakenham,Sandringham,Sunbury,Upfield,Werribee,Williamstown,Alamein",POINT (-37.81830501 144.96696396),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7452,31,19855,Frankston Railway Station (Frankston),-38.143,145.1262,2,"Stony Point,Frankston",POINT (-38.14299 145.12616208),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7453,32,19856,Kananook Railway Station (Seaford),-38.1217,145.1353,2,Frankston,POINT (-38.12174199 145.13529492),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7454,33,19857,Seaford Railway Station (Seaford),-38.104,145.1282,2,Frankston,POINT (-38.10402099 145.12822992),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7455,34,19858,Carrum Railway Station (Carrum),-38.0765,145.1228,2,Frankston,POINT (-38.07650403 145.12283316),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7456,35,19859,Bonbeach Railway Station (Bonbeach),-38.0629,145.1197,2,Frankston,POINT (-38.06294499 145.11967992),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7457,36,19860,Chelsea Railway Station (Chelsea),-38.052,145.116,2,Frankston,POINT (-38.051955 145.11604104),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7458,37,19861,Edithvale Railway Station (Edithvale),-38.0381,145.1085,2,Frankston,POINT (-38.03805603 145.10853612),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7459,38,19862,Aspendale Railway Station (Aspendale),-38.0272,145.1022,2,Frankston,POINT (-38.02722003 145.10215008),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_745a,39,19863,Mordialloc Railway Station (Mordialloc),-38.0066,145.0877,2,Frankston,POINT (-38.00658303 145.087659),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_745b,40,19864,Parkdale Railway Station (Parkdale),-37.9931,145.0763,2,Frankston,POINT (-37.99307898 145.07632692),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_745c,41,19865,Mentone Railway Station (Mentone),-37.9819,145.0652,2,Frankston,POINT (-37.98186498 145.06516584),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_745d,42,19866,Cheltenham Railway Station (Cheltenham),-37.9666,145.0546,2,Frankston,POINT (-37.96665003 145.05455808),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_745e,43,19867,Upper Ferntree Gully Railway Station (Upper Ferntree Gully),-37.8927,145.3075,2,Belgrave,POINT (-37.89267201 145.30753008),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_745f,44,19868,Ferntree Gully Railway Station (Ferntree Gully),-37.8817,145.2953,2,Belgrave,POINT (-37.88169804 145.29525084),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7460,45,19869,Boronia Railway Station (Boronia),-37.8605,145.2844,2,Belgrave,POINT (-37.86045201 145.28438496),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7461,46,19870,Bayswater Railway Station (Bayswater),-37.8417,145.2681,2,Belgrave,POINT (-37.84173003 145.268136),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7462,47,19871,Heathmont Railway Station (Heathmont),-37.8283,145.2446,2,Belgrave,POINT (-37.82832201 145.24455492),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7463,48,19872,Highett Railway Station (Highett),-37.9484,145.0419,2,Frankston,POINT (-37.94842503 145.04187204),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7464,49,19873,Glen Waverley Railway Station (Glen Waverley),-37.8795,145.1621,2,Glen Waverley,POINT (-37.87950402 145.16205804),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7465,50,19874,Syndal Railway Station (Glen Waverley),-37.8762,145.1498,2,Glen Waverley,POINT (-37.87623 145.14977988),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7466,51,19875,Mount Waverley Railway Station (Mount Waverley),-37.8753,145.1281,2,Glen Waverley,POINT (-37.87525503 145.12805604),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7467,52,19876,Lilydale Railway Station (Lilydale),-37.7555,145.3477,2,Lilydale,POINT (-37.75551804 145.34771004),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7468,53,19877,Mooroolbark Railway Station (Mooroolbark),-37.7847,145.3124,2,Lilydale,POINT (-37.78474896 145.31240196),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7469,54,19878,Croydon Railway Station (Croydon),-37.7954,145.2806,2,Lilydale,POINT (-37.795437 145.28059812),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_746a,55,19879,Ringwood East Railway Station (Ringwood East),-37.812,145.2502,2,Lilydale,POINT (-37.81196802 145.25019108),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_746b,56,19880,Pakenham Railway Station (Pakenham),-38.0806,145.4864,2,Pakenham,POINT (-38.08061397 145.48637916),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_746c,57,19881,Officer Railway Station (Officer),-38.0661,145.411,2,Pakenham,POINT (-38.06614602 145.41098688),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_746d,58,19882,Beaconsfield Railway Station (Beaconsfield),-38.0508,145.3661,2,Pakenham,POINT (-38.05083099 145.366074),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_746e,59,19883,Berwick Railway Station (Berwick),-38.0404,145.3457,2,Pakenham,POINT (-38.040408 145.34572608),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_746f,60,19884,Narre Warren Railway Station (Narre Warren),-38.0278,145.304,2,Pakenham,POINT (-38.02780899 145.30396896),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7470,61,19885,Hallam Railway Station (Hallam),-38.0177,145.2698,2,Pakenham,POINT (-38.01773997 145.26977688),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7471,62,19886,Cranbourne Railway Station (Cranbourne),-38.0995,145.2806,2,Cranbourne,POINT (-38.09953701 145.28059884),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7472,63,19887,Merinda Park Railway Station (Cranbourne North),-38.079,145.2635,2,Cranbourne,POINT (-38.079 145.26351108),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7473,64,19888,Dandenong Railway Station (Dandenong),-37.99,145.2097,2,"Pakenham,Cranbourne",POINT (-37.98996804 145.20972492),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7474,65,19889,Yarraman Railway Station (Noble Park),-37.9783,145.1916,2,"Pakenham,Cranbourne",POINT (-37.97825499 145.1916),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7475,66,19890,Noble Park Railway Station (Noble Park),-37.9666,145.1763,2,"Pakenham,Cranbourne",POINT (-37.96662798 145.17632484),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7476,67,19891,Sandown Park Railway Station (Springvale),-37.9565,145.1628,2,"Pakenham,Cranbourne",POINT (-37.95650496 145.16282592),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7477,68,19892,East Camberwell Railway Station (Camberwell),-37.8259,145.0682,1,"Lilydale,Belgrave",POINT (-37.82589399 145.06818984),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7478,69,19893,Canterbury Railway Station (Canterbury),-37.8245,145.0812,"1,2","Lilydale,Belgrave",POINT (-37.82448504 145.081224),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7479,70,19894,Chatham Railway Station (Surrey Hills),-37.8243,145.0886,"1,2","Lilydale,Belgrave",POINT (-37.8243 145.08864792),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_747a,71,19895,Surrey Hills Railway Station (Surrey Hills),-37.8241,145.0988,"1,2","Lilydale,Belgrave",POINT (-37.82414799 145.09877508),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_747b,72,19896,Mont Albert Railway Station (Mont Albert),-37.8194,145.1055,"1,2","Lilydale,Belgrave",POINT (-37.81942704 145.10553012),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_747c,73,19897,Laburnum Railway Station (Blackburn),-37.8208,145.1407,2,"Lilydale,Belgrave",POINT (-37.82078001 145.14070284),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_747d,74,19898,Blackburn Railway Station (Blackburn),-37.8201,145.15,2,"Lilydale,Belgrave",POINT (-37.82007099 145.15001388),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_747e,75,19899,Nunawading Railway Station (Nunawading),-37.8204,145.1752,2,"Lilydale,Belgrave",POINT (-37.82042802 145.17523692),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_747f,76,19900,Mitcham Railway Station (Mitcham),-37.8181,145.1929,2,"Lilydale,Belgrave",POINT (-37.81808703 145.19289204),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7480,77,19901,Heatherdale Railway Station (Ringwood),-37.8188,145.2136,2,"Lilydale,Belgrave",POINT (-37.81883502 145.21354992),
PTV_METRO_TRAIN_STATION.fid-3c3b5ed6_18344d972fe_7481,78,19902,Ringwood Railway Station (Ringwood),-37.8157,145.2295,2,"Lilydale,Belgrave",POINT (-37.81566 145.22947416),
