type,id,latitude,longitude
way,116936608,-38.1599272,145.1320296
way,116936611,-38.1701774,145.1421129
way,117144629,-38.1217214,145.1642371
way,117144634,-38.1327387,145.1376209
way,117144639,-38.1243932,145.1381255
way,117146833,-38.1463414,145.1700472
way,117301755,-38.0932406,145.1994042
way,117301762,-38.0926106,145.1995746
way,117301768,-38.0858711,145.2104233
way,117301769,-38.088644,145.1863452
way,117301770,-38.0848667,145.2124481
way,117301778,-38.0917355,145.199769
way,117302020,-38.0895386,145.1836501
way,117313939,-38.1080821,145.1925585
way,117313941,-38.1073413,145.1866422
way,117313950,-38.10937,145.1935449
way,117313951,-38.1064226,145.1789142
way,117313965,-38.1060209,145.184889
way,117313969,-38.1148644,145.1898341
way,117313970,-38.1063904,145.1817995
way,117313979,-38.1086766,145.1932552
way,117313980,-38.1056014,145.1790955
way,117315656,-38.1055389,145.2005723
way,117315658,-38.1147689,145.1846829
way,117315667,-38.1128949,145.1844683
way,117315672,-38.1038875,145.2029005
way,117315688,-38.1133634,145.1853896
way,117315689,-38.1151191,145.187353
way,117331312,-38.072272,145.1447139
way,117333282,-38.0745754,145.1446753
way,117333283,-38.0745907,145.145908
way,117333288,-38.0766864,145.1452911
way,117333898,-38.078876,145.1446244
way,117337561,-38.0781051,145.1476694
way,117337562,-38.0810659,145.1461525
way,117446587,-38.2046383,145.0971544
way,117447988,-38.0752394,145.1361096
way,117477846,-38.0728407,145.1478517
way,117477847,-38.0726965,145.1467011
way,117480973,-38.0697112,145.1277218
way,117488948,-38.1549042,145.1204762
way,117488959,-38.16915,145.1101337
way,117488988,-38.16652,145.1282895
way,117494187,-38.161768,145.1205968
way,117768518,-37.8457619,145.062859
way,117807995,-37.9128063,145.1621443
way,117808007,-37.9162539,145.1615206
way,117808023,-37.9081456,145.1828846
way,117808024,-37.9194851,145.1840337
way,117815521,-37.9015344,145.1832471
way,118117749,-38.1487391,145.123668
way,118676074,-37.843322,145.2342578
way,118676080,-37.840797,145.2367471
way,119128842,-37.7404122,144.9308974
way,119129849,-37.6826806,144.9045006
way,119137095,-37.6658441,144.9113918
way,119139199,-37.6571182,144.9139963
way,119139201,-37.6597528,144.9125638
way,119139202,-37.6582717,144.9165739
way,119139205,-37.6782451,144.9065066
way,119153894,-37.6560121,144.9124687
way,119315146,-37.6626161,144.9159684
way,119316790,-37.6653841,144.9159129
way,119883084,-37.8346279,145.0769805
way,120252371,-37.8441993,145.075962
way,121195182,-38.2051773,144.30793
way,121195452,-38.2023526,144.3179642
way,121195651,-37.8575214,145.0581877
way,121195939,-37.8543306,145.0580237
way,121195989,-37.852585,145.0548989
way,121199486,-37.8514855,145.0504281
way,121776329,-37.8680568,145.098149
way,121776331,-37.8696329,145.0984198
way,122087770,-37.5872675,145.1017278
way,122087777,-37.5878463,145.099588
way,122088410,-37.5826986,145.1316572
way,122094517,-37.9976365,145.3289099
way,122204723,-37.8736236,145.104351
way,122345691,-37.6857607,144.4368883
way,122483681,-38.3839333,145.10828
way,123312543,-37.5986307,145.1338045
way,123681096,-38.058228,145.5080608
way,123862033,-38.0694015,145.4858815
way,123889191,-38.0660294,145.4856133
way,124018046,-37.8254839,145.1392751
way,124018177,-37.8270969,145.1450059
way,124018310,-37.8278516,145.1537561
way,124018532,-37.8278628,145.1578876
way,124019678,-37.8349932,145.1297601
way,124020076,-37.8375435,145.1259917
way,124181911,-37.8824106,145.1227591
way,124842541,-37.9381054,145.0420565
way,125133306,-37.8560208,144.9023904
way,125136688,-37.8623432,144.9040567
way,125448882,-38.3319495,143.5715442
way,125451980,-38.345072,143.5971389
way,125482305,-38.3507593,143.5682858
way,125621096,-38.0633231,145.4845914
way,125871613,-37.826736,145.2074463
way,125877532,-37.8280334,145.221825
way,126462719,-37.6690914,145.5386406
way,126473148,-37.5527891,143.8726569
way,126562426,-37.51893,143.8221492
way,127617278,-38.148658,144.3432382
way,127623111,-37.8326128,144.7919318
way,127679197,-37.5661664,143.8674329
way,127907189,-37.5913996,143.8386294
way,127926226,-37.5352776,143.8281268
way,127942200,-37.5309167,143.8290216
way,127942204,-37.5288578,143.8304961
way,127942770,-37.530274,143.8263506
way,127950981,-37.5507796,143.8026008
way,127951180,-37.5495107,143.7953865
way,127951181,-37.5512758,143.7969394
way,127951182,-37.5513158,143.7912033
way,127951343,-37.5519408,143.7882553
way,127951779,-37.5454178,143.7871541
way,127952748,-37.5548737,143.8044308
way,127958811,-37.5710368,143.875851
way,127958815,-37.5684998,143.8726422
way,127960600,-37.5748379,143.873922
way,127970027,-37.5651199,143.8846851
way,127971180,-37.5634499,143.8722285
way,127972703,-37.5675316,143.8676846
way,127972704,-37.5689313,143.8687005
way,127973797,-37.5716356,143.8693421
way,127975005,-37.5736727,143.8650535
way,127977082,-37.5834377,143.8291082
way,127977083,-37.5843876,143.8229251
way,127979362,-37.5493372,143.8669653
way,127979468,-37.5489388,143.8719244
way,127980434,-37.5497616,143.8791806
way,127987734,-37.5541927,143.890879
way,128150511,-37.4797698,143.8073051
way,128228038,-37.5577159,143.8156155
way,128228787,-37.5536865,143.8129196
way,128228929,-37.552924,143.8089214
way,128231095,-37.5705624,143.8284161
way,128231644,-37.56975,143.8347418
way,128278247,-37.5300307,143.8585451
way,128279278,-37.5216712,143.8364583
way,128280224,-37.5314804,143.8495988
way,128282081,-37.5370075,143.8687896
way,128282371,-37.5389974,143.8722141
way,128295724,-37.5146927,143.801392
way,128309084,-37.5023285,143.8061563
way,128311326,-37.5037363,143.8057238
way,128311328,-37.5008082,143.8058784
way,128311607,-37.4989756,143.8055617
way,128311801,-37.4994227,143.8059398
way,128357646,-37.5599329,143.8403158
way,128358314,-37.5601446,143.8421599
way,128358961,-37.5598077,143.8392743
way,128359344,-37.5603223,143.8436908
way,128359390,-37.5604939,143.8452107
way,128359391,-37.5606715,143.8467145
way,128359502,-37.5608489,143.8481953
way,128359503,-37.5611869,143.8511266
way,128359504,-37.5610239,143.8496594
way,128359505,-37.5613569,143.8525835
way,128359752,-37.5615445,143.8540747
way,128359804,-37.5617144,143.8555393
way,128360405,-37.562114,143.8591037
way,128360407,-37.5618881,143.8570139
way,128360526,-37.5622886,143.8604922
way,128362157,-37.5798714,143.8406782
way,128365149,-37.5740903,143.8584426
way,128365151,-37.5982987,143.8437154
way,128365154,-37.6111905,143.8375883
way,128562465,-37.2875771,143.7860028
way,129082368,-37.8430398,145.2570328
way,129195515,-38.0536013,144.1352602
way,129209297,-37.7754025,144.9940153
way,129281797,-36.1396547,146.891737
way,129282164,-36.1267706,146.8985098
way,129282201,-36.1286656,146.8998512
way,129387129,-37.8559909,145.2196631
way,129406508,-37.8622857,145.2208593
way,129478749,-37.9553183,145.1354979
way,129480892,-37.9623554,145.1346749
way,129518419,-38.0922323,145.164695
way,129518420,-38.090806,145.1641128
way,129611370,-36.113771,146.8948515
way,129729314,-37.8259336,145.0209988
way,129729324,-37.8267726,145.0164199
way,129734864,-37.8383393,144.9966756
way,129814826,-37.8262665,145.0380869
way,129814828,-37.827277,145.0392663
way,129818142,-38.1143844,144.6546469
way,129898712,-38.102631,145.3185875
way,130004138,-37.4214013,143.711147
way,130071248,-37.4378272,143.7233667
way,130216508,-37.4210731,144.582589
way,130537728,-36.6022093,143.6937261
way,130726135,-37.808238,145.2458907
way,131391420,-37.655612,145.5091314
way,131452259,-37.7760744,145.2968417
way,131452273,-37.7763254,145.2977002
way,131452277,-37.7753899,145.2971691
way,131452279,-37.7753183,145.2954872
way,131464954,-37.7795742,145.2992514
way,131464955,-37.7781812,145.2997023
way,131464961,-37.7764122,145.2955456
way,131464963,-37.776151,145.2997566
way,131477526,-38.196655,146.5242586
way,131641668,-37.6902798,144.8710671
way,131707394,-37.8197268,144.9841376
way,132075843,-37.8472213,144.0735052
way,132271766,-37.4802947,143.7974312
way,132271767,-37.47904,143.8007902
way,132315638,-37.9327722,145.0059088
way,132323157,-37.8183445,145.126127
way,132323161,-37.8182101,145.1246317
way,133257570,-37.7517536,145.1388586
way,133257574,-37.752515,145.1413331
way,133448512,-37.8564461,145.1405428
way,133448525,-37.8569787,145.1399078
way,133448536,-37.8571436,145.1391087
way,134185884,-36.3975893,145.4038982
way,134185986,-36.4017348,145.407363
way,134189282,-37.8864043,145.2176872
way,134189283,-37.8805468,145.2213696
way,134189284,-37.8851571,145.2181513
way,134192916,-36.3917955,145.4074283
way,134192919,-36.3883378,145.4095612
way,134192920,-36.3920249,145.409158
way,134283562,-37.8627757,145.2320307
way,134283563,-37.8628968,145.235817
way,134397018,-37.5776829,143.8654787
way,134493571,-37.8122364,145.2704
way,134493572,-37.8118281,145.2945878
way,134876004,-36.3869591,145.4062698
way,134891135,-37.0593907,142.7770921
way,134895351,-37.9847824,145.2146462
way,135361795,-37.7161026,145.0082201
way,135486853,-36.1604922,146.0164202
way,135626242,-36.7382806,143.9056695
way,135955775,-38.197076,144.3617224
way,136485624,-37.7170066,145.1131537
way,136485630,-37.7041009,145.1094096
way,136953575,-37.7106315,145.1152138
way,136953577,-37.7106651,145.1098998
way,137483219,-38.2420144,143.1493425
way,137630773,-37.8892818,144.7290211
way,137785416,-37.7217402,144.8299482
way,138068498,-38.0446389,145.3660395
way,138068582,-38.05324,145.3651767
way,138068640,-38.0429427,145.3667947
way,138194462,-37.617367,144.9177305
way,138203618,-37.6232344,144.8881419
way,138669422,-38.136641,145.125884
way,138676331,-35.9141743,145.634057
way,139192141,-37.7405402,145.0781937
way,139192310,-37.7388702,145.0816608
way,139192760,-37.7462045,145.0799784
way,139239958,-38.3669148,144.7859083
way,139240122,-38.3649135,144.7840512
way,139240402,-38.3615986,144.7782467
way,139240403,-38.3636188,144.7837465
way,139240646,-38.3618005,144.7643541
way,139814687,-37.6500635,144.9218934
way,140114623,-37.6923966,142.9678456
way,140317746,-37.8904053,145.1986041
way,140349777,-37.8316411,144.6651555
way,140447724,-37.8377071,145.1918692
way,140448644,-37.829982,145.1943111
way,140449632,-37.8347923,145.1810137
way,140471841,-37.8163924,145.1821412
way,140478443,-37.7254877,145.0345481
way,140478475,-37.7269218,145.0379829
way,140479102,-37.7207587,145.0653312
way,140479107,-37.7118535,145.0539872
way,140479115,-37.7163426,145.0613683
way,140487543,-38.2471686,143.5129182
way,140487544,-38.2512289,143.5089167
way,140487545,-38.2480043,143.5045429
way,140641855,-38.2289541,143.139874
way,140641872,-38.2619324,143.096119
way,140641971,-38.2369561,143.1078053
way,140642672,-38.3250065,143.0757939
way,140642693,-38.3264571,143.0790536
way,140642723,-38.3303414,143.0729338
way,140642724,-38.3268303,143.0820806
way,140642839,-38.3317785,143.0780529
way,140642929,-38.3276814,143.0660227
way,140644745,-38.3183631,142.9136879
way,141173480,-37.816012,145.0226884
way,141173481,-37.8170602,145.0226842
way,141176888,-37.0427169,143.7428763
way,141275890,-37.0597136,143.7320194
way,141277898,-37.0488328,143.7371289
way,141292581,-37.7004361,145.108641
way,141309286,-37.0407223,143.7322474
way,141309335,-37.039534,143.7343937
way,141312126,-37.0535856,143.7283291
way,141323478,-37.0414935,143.826336
way,141462965,-37.044723,143.7512588
way,141463046,-37.0536074,143.7494037
way,141463047,-37.0557036,143.7459758
way,141900445,-38.0945876,144.319286
way,142087177,-37.3433223,144.7467031
way,142087197,-37.3536506,144.7344025
way,142087245,-37.3549762,144.7392392
way,142087288,-37.3624648,144.7406987
way,142088721,-38.0725216,144.3682816
way,142091110,-38.0752325,144.3502666
way,142092299,-38.2301176,145.1856029
way,142092714,-38.2232127,145.1870995
way,142092822,-38.2254715,145.1741319
way,142094017,-38.2331357,145.1597525
way,142095005,-38.231214,145.1687325
way,142095396,-38.2294692,145.1756272
way,142095999,-38.2353069,145.1716991
way,142096000,-38.2349346,145.1689318
way,142098257,-38.4135514,145.4332068
way,142100462,-38.257654,144.5105483
way,142104735,-38.2730671,144.4924565
way,142104752,-38.2722249,144.4847927
way,142104824,-38.2689993,144.4885989
way,142104842,-38.2881846,144.4962327
way,142104928,-38.2771688,144.5035657
way,142105231,-38.2775436,144.508204
way,142106950,-38.2663592,144.5346672
way,142121254,-36.714525,142.2083942
way,142122823,-36.7123463,142.2174144
way,142122826,-36.7032356,142.2026405
way,142123024,-36.7036479,142.1889991
way,142124445,-36.7151434,142.1906052
way,142124823,-36.7228674,142.2023214
way,142124825,-36.7212672,142.2015935
way,142125250,-36.7224005,142.1959381
way,142127339,-36.7216316,142.1980517
way,142127344,-36.7246894,142.1891809
way,142215017,-38.0746751,144.3457563
way,142437903,-38.3712809,144.7918425
way,142439176,-38.3845341,144.8444982
way,142439323,-38.3773155,144.8614263
way,142439814,-38.3787811,144.8657033
way,142440365,-38.3730329,144.8699001
way,142440366,-38.37272,144.864344
way,142440368,-38.3742046,144.8621987
way,142440454,-38.3696008,144.8941505
way,142452817,-38.1216323,145.1399925
way,142539303,-38.3642684,144.8912074
way,142539381,-38.3647402,144.8993814
way,142540125,-38.3714218,144.9102178
way,142540551,-38.3705134,144.9161482
way,142540645,-38.3686193,144.9149198
way,142540646,-38.3696087,144.9148178
way,142545687,-38.3753522,144.8839599
way,142552121,-38.3778979,144.9056534
way,142554431,-38.3807358,144.908251
way,142554824,-38.376142,144.9101806
way,142555331,-38.3784047,144.911103
way,142569748,-37.8156537,144.9375882
way,142587565,-38.3823943,144.92825
way,142592113,-38.3605276,144.9128761
way,142592787,-38.360425,144.9169276
way,142592788,-38.3596648,144.9168676
way,142593025,-38.3573381,144.9215643
way,142647175,-38.3410334,144.9763294
way,142647233,-38.3425765,144.9787427
way,142653280,-38.3404859,145.0116041
way,142655081,-38.2840257,145.0106045
way,142656475,-38.2632535,145.0332776
way,142656660,-38.2528547,145.0421717
way,142656698,-38.2508464,145.0410767
way,142844241,-38.0657358,145.2816174
way,143009969,-38.3160515,144.9973868
way,143009986,-38.3152317,144.9996723
way,143010013,-38.3127442,144.9932792
way,143010390,-38.3977829,145.1075719
way,143012991,-38.3903739,145.1478105
way,143013083,-38.389576,145.153427
way,143014836,-38.3895951,145.1630077
way,143179506,-37.831914,145.1555815
way,143190142,-38.2645081,145.0223146
way,143499788,-38.3924453,145.168377
way,143516339,-38.3717489,145.2089195
way,143516343,-38.3707896,145.2083621
way,143516698,-38.3655369,145.2035439
way,143516699,-38.364475,145.2025971
way,143518353,-38.3594351,145.2048155
way,143519143,-38.3589379,145.2012298
way,143519455,-38.3432459,145.194969
way,143519580,-38.3507396,145.1834607
way,143519978,-38.3402226,145.168255
way,143666679,-38.2746258,145.20073
way,143666793,-38.262791,145.1886014
way,143668281,-38.2629848,145.1879623
way,143668336,-38.2625638,145.1918851
way,143697082,-38.2036683,145.2285096
way,143700548,-38.2037055,145.2342792
way,143701588,-38.2028505,145.2376358
way,143701589,-38.2057478,145.2353187
way,143701749,-38.1988942,145.2342241
way,143702124,-38.20185,145.2304267
way,143772918,-38.2209464,145.3128197
way,143777990,-38.2173127,145.3887587
way,143778413,-38.2033898,145.3773506
way,143795602,-36.3840915,145.358614
way,143812906,-37.8274007,144.8700894
way,144031314,-36.7344976,144.2644191
way,144031534,-36.7300089,144.2542567
way,144033945,-36.7144531,144.2545043
way,144035293,-36.7459825,144.292463
way,144035839,-36.7572313,144.2794475
way,144036841,-36.7569015,144.2811787
way,144052739,-36.3926996,145.3508923
way,144058114,-36.388805,145.3502328
way,144058115,-36.388942,145.3512111
way,144058116,-36.3880962,145.3515746
way,144161559,-36.7045389,144.3194505
way,144675404,-36.4480316,144.9900823
way,144694836,-37.6700254,144.443123
way,144695802,-37.6735815,144.4402116
way,144698371,-37.6577729,144.4411489
way,144698950,-37.6510665,144.4282313
way,144944340,-38.3698301,144.8587935
way,145222733,-38.0582128,145.4744477
way,145222734,-38.065293,145.4736266
way,145222735,-38.0550894,145.4752228
way,145235360,-37.9121523,145.1700602
way,145235364,-37.9105875,145.1664701
way,145235368,-37.9122136,145.1661582
way,146343578,-38.0631116,145.3411537
way,146343579,-38.0639482,145.3422686
way,146345166,-38.0600505,145.4848742
way,146345167,-38.0627918,145.4877866
way,146453792,-38.1023,147.0630525
way,146453803,-38.1108322,147.0697492
way,146453854,-38.1081918,147.072383
way,146582414,-38.0567994,145.4927836
way,146582426,-38.0635372,145.474042
way,146582428,-38.0683391,145.4749865
way,146717097,-38.0932579,147.0808047
way,146717101,-38.097163,147.0722273
way,147105294,-38.1827331,146.2569639
way,147241787,-38.1625974,146.3634492
way,147465833,-37.570352,143.8334258
way,147467658,-37.5717434,143.8479094
way,147467968,-37.5698708,143.8505203
way,147468923,-37.5696727,143.8515417
way,147471712,-37.5689178,143.8559242
way,147498871,-38.303815,145.1801402
way,147499546,-38.3684692,145.1888849
way,147500693,-38.1986054,145.1540074
way,147522654,-37.7777488,144.9394769
way,148017595,-37.7812707,144.9848225
way,148305583,-35.7210239,143.9124462
way,148305951,-35.7405426,143.9216057
way,148401079,-38.0734463,145.4855994
way,148405557,-37.7409306,145.0838247
way,148408515,-37.738144,145.0778441
way,148410019,-37.7466752,145.0680243
way,148410425,-37.7493415,145.067019
way,148410640,-37.7496299,145.0623496
way,148410823,-37.7541582,145.0588216
way,148410964,-37.7549833,145.0574337
way,148410965,-37.7551859,145.0590537
way,148411153,-37.7554499,145.0612836
way,148411154,-37.7552262,145.0599931
way,148411380,-37.7541274,145.0617313
way,148412168,-37.7358229,145.0476073
way,148412424,-37.736986,145.040999
way,148430152,-37.8749356,144.60463
way,148833805,-37.5294289,143.8415782
way,148920653,-37.6948292,144.7267717
way,149090442,-38.0693714,145.4334046
way,149313049,-37.7120603,144.7371088
way,149504330,-38.0688771,145.4504207
way,149510085,-37.5221607,145.3187934
way,149557311,-38.0184654,145.1244323
way,149697763,-37.9181213,145.176315
way,149700864,-36.3843358,145.4114201
way,149707640,-37.7016514,145.122636
way,149768189,-37.5551561,143.8643954
way,149770306,-37.5428172,143.862619
way,149770760,-37.5443852,143.8562675
way,149775386,-37.5383345,143.8498972
way,149775646,-37.5413162,143.8688876
way,149776198,-37.5482848,143.8769232
way,149776199,-37.5421012,143.8723801
way,149788172,-37.5592179,143.8743271
way,149788173,-37.557124,143.8717226
way,149788174,-37.5566849,143.8706937
way,149788175,-37.5589052,143.8719173
way,149788633,-37.5587529,143.8689779
way,149788706,-37.556664,143.8779784
way,149789124,-37.5578134,143.8845063
way,149789125,-37.5586058,143.8800571
way,149792004,-37.5522133,143.8971232
way,149818635,-37.9184109,145.1731388
way,149849126,-37.531729,143.8375699
way,149849957,-37.5267413,143.8125255
way,149852459,-37.5240585,143.8580459
way,149856588,-37.5283177,143.863047
way,149870568,-37.5479851,143.8946134
way,149871089,-37.5501625,143.8916947
way,149871294,-37.5506474,143.8996202
way,149871674,-37.5525003,143.8794708
way,149872332,-37.5469881,143.8865033
way,149872333,-37.5470095,143.8844744
way,149873341,-37.5457509,143.885692
way,149873629,-37.5460307,143.8740715
way,149873630,-37.5453072,143.8756922
way,149873666,-37.5494116,143.8754146
way,149877275,-37.5553862,143.9070279
way,149877276,-37.5575191,143.9053858
way,149877299,-37.5535842,143.9036069
way,149877373,-37.5558706,143.9027572
way,149877641,-37.5525355,143.9008081
way,149965266,-37.8235734,145.2317146
way,150001039,-37.5635877,143.9082715
way,150001046,-37.5603265,143.9074039
way,150001047,-37.563871,143.8919604
way,150001048,-37.558649,143.896347
way,150001055,-37.5634646,143.9053308
way,150001057,-37.5597291,143.9035832
way,150001062,-37.559452,143.9027909
way,150002584,-37.5590837,143.9029189
way,150002585,-37.5581066,143.8962887
way,150002856,-37.5579313,143.8880729
way,150004652,-37.5612314,143.883926
way,150004908,-37.561674,143.8818923
way,150005544,-37.5620201,143.8794355
way,150008517,-37.5629389,143.8767151
way,150008520,-37.5633811,143.874637
way,150009020,-37.563778,143.8845191
way,150010454,-37.5575991,143.8753239
way,150012705,-37.5643956,143.8718593
way,150014389,-37.5638395,143.8669898
way,150017174,-37.5666743,143.8666115
way,150055221,-37.5761646,143.8679646
way,150055222,-37.5738569,143.8684347
way,150078308,-37.5725585,143.8533915
way,150080833,-37.5772335,143.8479531
way,150084892,-37.5807102,143.8532442
way,150084894,-37.5804695,143.8521627
way,150087627,-37.5778709,143.8614043
way,150090571,-37.5828985,143.8527943
way,150091412,-37.5852774,143.8578668
way,150091671,-37.5817843,143.845175
way,150091813,-37.5900762,143.8476328
way,150092292,-37.5883769,143.8452449
way,150111073,-37.5828623,143.8339241
way,150114699,-37.5931618,143.837519
way,150116867,-37.6016819,143.8275723
way,150118453,-37.6089865,143.8466487
way,150123947,-37.6023824,143.8339744
way,150124048,-37.601532,143.8323208
way,150169933,-36.3640385,145.3926151
way,150174282,-36.4009204,145.4107507
way,150174929,-36.4033503,145.4110586
way,150175062,-36.402238,145.4128348
way,150258732,-37.5451008,143.8183752
way,150258907,-37.5407738,143.8139762
way,150258908,-37.5422982,143.8099695
way,150259038,-37.5396408,143.8172591
way,150262502,-37.5406222,143.8595689
way,150334017,-38.0843652,145.4785423
way,150334074,-38.0831713,145.4803773
way,150334078,-38.0834505,145.4822643
way,150334081,-38.0822941,145.4820548
way,150334083,-38.0809039,145.4767132
way,150409267,-36.396145,145.4074799
way,150410801,-36.3977565,145.4123327
way,150410991,-36.3939175,145.4142038
way,150411948,-37.5676013,143.8782595
way,150412280,-37.567944,143.8840586
way,150412282,-37.5665075,143.8774699
way,150412283,-37.5676284,143.8810639
way,150412833,-37.5682748,143.8877021
way,150415912,-37.5706776,143.8713376
way,150434104,-37.6981463,144.4959644
way,150434106,-37.7033026,144.5014783
way,150434107,-37.6989702,144.4926645
way,150434108,-37.7025907,144.4997282
way,150434113,-37.6989803,144.5000321
way,150439799,-37.6942824,144.5420501
way,150594424,-37.798076,145.2236962
way,150683922,-37.5766877,143.8856445
way,150685469,-37.5798991,143.8848087
way,150685473,-37.5780493,143.8847761
way,150686215,-37.5797912,143.8783987
way,150686316,-37.5798116,143.8735266
way,150686738,-37.5768198,143.8758679
way,150687029,-37.5777657,143.8814921
way,150691208,-37.5768128,143.8696542
way,150691301,-37.5816727,143.869086
way,150691740,-37.5851799,143.8730178
way,150694406,-37.5879183,143.868823
way,150785171,-37.5558424,143.815972
way,150785375,-37.5567177,143.8158108
way,150785649,-37.5570934,143.8135838
way,150786032,-37.557726,143.8051982
way,150786293,-37.5584154,143.8099239
way,150786832,-37.5600946,143.8048043
way,150787078,-37.5600151,143.7939022
way,150788148,-37.5530694,143.8083812
way,150788280,-37.5615313,143.8083009
way,150792997,-37.5796153,143.8058078
way,150793320,-37.5803447,143.8056377
way,150794323,-37.5788452,143.8093272
way,150794324,-37.5796256,143.8166041
way,150794325,-37.579462,143.8152453
way,150794329,-37.5790923,143.8121193
way,150794330,-37.5797604,143.8180466
way,150794564,-37.5811357,143.8273922
way,150794566,-37.5805324,143.8244324
way,150794568,-37.5801502,143.8211012
way,150794570,-37.5808893,143.8266301
way,150794572,-37.5832043,143.8268873
way,150794635,-37.5857362,143.8265153
way,150794639,-37.5852007,143.8265363
way,150796806,-37.5873502,143.8174792
way,150797454,-37.5834812,143.8188744
way,150899931,-37.5592216,143.8382813
way,150989441,-37.791192,145.1393683
way,150989454,-37.7943956,145.149278
way,150989457,-37.8087984,145.1505163
way,150989463,-37.7962713,145.1344848
way,150989472,-37.7924659,145.1484874
way,151184421,-38.0849386,145.9961415
way,151323193,-37.9604437,146.9823171
way,151323274,-37.9625089,146.9834528
way,151323302,-37.9661642,146.9822759
way,151323343,-37.9679463,146.9754498
way,151323349,-37.9673387,146.9725525
way,151428384,-38.0158579,146.6959953
way,151431212,-38.0610099,146.6305042
way,151443044,-37.6267686,144.7230539
way,151569849,-36.1257517,146.8682751
way,151569850,-36.1264901,146.8703086
way,151991124,-37.6750019,144.5601815
way,151991149,-37.6679819,144.5673159
way,152173742,-37.8175437,145.02177
way,152173750,-37.8177639,145.0243095
way,152173787,-37.8197627,145.0145051
way,152176632,-37.8629587,145.2271616
way,152176642,-37.8610719,145.2285281
way,152176646,-37.8616104,145.2292422
way,152292660,-37.8640212,145.2265673
way,152406061,-38.1572757,145.1455333
way,152407157,-38.1646547,145.1473454
way,152407158,-38.1627401,145.1544054
way,152407159,-38.1653516,145.1405204
way,152407160,-38.1656893,145.1426856
way,152407162,-38.1633398,145.1524392
way,152407165,-38.1653586,145.1443903
way,152407166,-38.1616097,145.156314
way,152410235,-38.1742181,145.1533238
way,152410238,-38.1737107,145.1598136
way,152410239,-38.171863,145.157234
way,152410240,-38.1615855,145.159837
way,152411267,-38.1636925,145.1547491
way,152411877,-38.1675673,145.1538938
way,152411881,-38.1653794,145.1585488
way,152411884,-38.1585187,145.1498847
way,152412516,-38.1552782,145.1514954
way,152412802,-38.1734352,145.1512535
way,152614172,-38.0190786,144.3851539
way,152755262,-38.0673913,145.4379634
way,152755270,-38.0657063,145.4399207
way,152755288,-38.0695851,145.4387901
way,152761849,-37.8906633,144.7465999
way,152938826,-37.8899366,144.7493066
way,153160358,-37.355446,143.6338182
way,153171965,-37.8613584,145.1903758
way,153177269,-37.8615251,145.1943831
way,153202009,-37.5509569,143.8653221
way,153207750,-37.5492428,143.8540393
way,153207753,-37.5512611,143.8546795
way,153212317,-37.5529437,143.8545608
way,153213281,-37.5558134,143.8566328
way,153222615,-37.5522321,143.8643311
way,153245466,-37.555743,143.8675431
way,153249760,-37.5564066,143.865681
way,153482028,-37.7361636,145.0674011
way,153531009,-37.9123456,145.1826249
way,153547731,-37.9165205,145.1772431
way,153579752,-38.0248759,145.2573709
way,153976439,-37.9003973,145.1993633
way,154079998,-37.6484561,143.8794003
way,154080004,-37.6491307,143.8883795
way,154080006,-37.649219,143.8910852
way,154100072,-37.8816784,145.1172605
way,154253641,-38.0342373,144.4154769
way,154259964,-37.8594365,144.7335599
way,154297021,-37.8242101,144.9546728
way,154297024,-37.8317448,145.008939
way,154297038,-37.8342287,144.9989091
way,154297047,-37.8286105,144.9847673
way,154297116,-37.8205027,144.9634987
way,154297117,-37.8202423,144.9646071
way,154324859,-37.9057798,145.186705
way,154434095,-37.8163882,144.9808095
way,154434398,-37.8160326,144.9770578
way,154960874,-37.7814013,145.06078
way,154960990,-37.7807607,145.0656757
way,154961052,-37.7745227,145.073478
way,154961252,-37.777479,145.075055
way,154961844,-37.7581074,145.0744517
way,154962468,-37.757425,145.0615641
way,154992167,-38.1778817,146.2711384
way,155085150,-38.3080131,145.1840717
way,155130772,-38.1938926,145.1576207
way,155229046,-37.7411965,144.7873986
way,155241505,-38.1331204,145.3318304
way,155248497,-38.1485886,145.2335627
way,155270051,-38.0596041,145.245439
way,155274391,-38.0517088,145.2486937
way,155275247,-38.0443107,145.243126
way,155276222,-38.0586825,145.2586434
way,155276610,-38.06715,145.2448285
way,155276919,-38.0761116,145.2557969
way,155368376,-38.0480027,145.2509377
way,155368399,-38.0473336,145.2497468
way,155368452,-38.0481574,145.25351
way,155368457,-38.0482428,145.2542664
way,155428009,-37.7937979,144.9845076
way,155428385,-37.7940246,144.9866836
way,155534107,-37.8014225,144.9969243
way,155550705,-37.7882666,145.0055647
way,155551201,-37.7828904,145.0046405
way,155551337,-37.7852654,144.9958179
way,155551391,-37.7826204,144.9931576
way,155551503,-37.7787345,144.9910977
way,155551733,-37.777793,144.9890602
way,155551756,-37.7767164,144.9890373
way,155552194,-37.7753286,144.987627
way,155553320,-37.767017,144.9845717
way,155554395,-37.7668203,145.0762467
way,155960699,-36.5428117,145.9963057
way,155968014,-36.5444712,145.9786838
way,156129701,-37.746223,145.1281763
way,156146598,-37.8802374,144.7552711
way,156221031,-37.5430257,143.8517248
way,156281274,-37.6885655,145.2241224
way,156298807,-37.7019839,145.1778758
way,156299205,-37.7043192,145.1797963
way,156299770,-37.697378,145.1723572
way,156400908,-37.7160836,145.1633169
way,156404539,-37.6716872,145.1556328
