type,id,latitude,longitude
way,24593719,-37.821242,144.9726083
way,24593788,-37.8266728,144.97195
way,24593804,-37.8248625,144.9714455
way,24593825,-37.8258931,144.9747499
way,24603991,-37.5150068,145.1166221
way,24660220,-38.1847599,146.5555924
way,24671235,-37.853279,145.2259031
way,24677537,-38.1838302,146.5427565
way,24677628,-38.1842825,146.5553225
way,24677738,-38.2104987,146.52882
way,24691959,-37.7906958,144.8789416
way,24693973,-38.1828052,146.5531709
way,24694037,-38.1836215,146.552803
way,24694105,-38.1861075,146.5530846
way,24694180,-38.187808,146.5567631
way,24694202,-38.1881617,146.5592166
way,24783462,-38.187961,146.550857
way,24783463,-38.1871941,146.5518661
way,24820950,-37.6878787,144.9042157
way,24885735,-37.8378541,145.2677618
way,24931686,-37.8506271,145.230843
way,24985125,-37.83463,145.2737346
way,24985128,-37.8331276,145.2773674
way,25093065,-37.7295894,144.9555792
way,25134054,-37.7337086,144.9522578
way,25342912,-37.8114547,145.1006856
way,25404607,-37.7711239,144.9872869
way,25451485,-37.8512011,145.0490266
way,25466333,-38.0646445,145.3097914
way,25518359,-37.7333242,144.9263626
way,25518507,-37.7354396,144.9303776
way,25546632,-37.7540814,144.9621982
way,25560743,-37.7809945,144.9568291
way,25562981,-37.731115,144.9256398
way,25563042,-37.7274772,144.9298076
way,25563125,-37.7290686,144.9343595
way,25606281,-38.216108,145.0346591
way,25606415,-38.2264009,145.0361305
way,25608361,-37.8636603,145.2358071
way,25621870,-38.239855,145.0311749
way,25739077,-37.7718996,144.9353101
way,25739520,-37.7865053,144.937259
way,25740011,-37.9205781,145.2599709
way,25779370,-37.7442873,144.9327219
way,25779604,-37.7288886,144.9263257
way,25793297,-37.7212145,144.9273759
way,25793600,-37.7200044,144.9349143
way,25793709,-37.7242069,144.9341177
way,25794254,-37.7216479,144.9387252
way,25794439,-37.7165358,144.9317615
way,25794553,-37.7074261,144.9224638
way,25794628,-37.7081919,144.9340778
way,25841606,-37.7982388,144.9965859
way,25866200,-37.8780821,145.2861999
way,25866575,-37.8973524,145.2312062
way,25869183,-37.771326,144.9097476
way,25932861,-37.9341835,145.1773694
way,25932862,-37.9272799,145.1629165
way,25947381,-37.7965207,145.0001724
way,25972760,-37.7994984,144.9505204
way,25992653,-37.7319789,144.8840802
way,26033862,-37.7538078,144.8862139
way,26114605,-37.7731825,144.8992377
way,26115219,-37.7835721,144.9036985
way,26115225,-37.7846412,144.9047066
way,26116508,-37.7904312,145.003422
way,26116510,-37.7922804,145.0033428
way,26130973,-38.0701318,145.2967239
way,26131217,-37.7790947,144.9688183
way,26157722,-37.0466019,143.8175366
way,26178175,-37.9996595,145.1299921
way,26208954,-37.9066474,145.228996
way,26257184,-37.7427201,144.9125538
way,26257201,-37.7410165,144.9145921
way,26257209,-37.7427261,144.9162113
way,26257777,-37.7482993,144.9271652
way,26262196,-37.8060831,144.9477378
way,26274713,-37.7390094,144.9134595
way,26274767,-36.2138495,147.1765267
way,26274770,-37.7372039,144.9131763
way,26274772,-37.7357004,144.9123804
way,26274776,-37.7341566,144.909898
way,26274879,-37.7338507,144.9204375
way,26275226,-37.7437843,144.9173456
way,26322931,-37.8306822,144.9424252
way,26353084,-37.8427494,144.9631824
way,26382751,-37.7109852,144.8921511
way,26382921,-37.7118809,144.895222
way,26382982,-37.7145158,144.90028
way,26383264,-37.724425,144.913116
way,26383738,-37.7274502,144.9209463
way,26405735,-37.7946739,144.8785305
way,26407727,-37.7919955,144.8748918
way,26408530,-37.7961686,144.8695757
way,26408918,-37.7894677,144.8684036
way,26409086,-37.7875074,144.8668638
way,26430088,-37.7699054,144.8785706
way,26431323,-37.7834279,144.8669571
way,26431694,-37.780495,144.9493913
way,26431829,-37.7840423,144.9430624
way,26447375,-37.9018011,145.0933681
way,26447419,-37.7771985,144.859333
way,26448576,-37.7810839,144.853774
way,26448635,-37.7763503,144.8513757
way,26450620,-37.7752242,144.8379397
way,26489306,-37.7873891,144.8548235
way,26490144,-37.7840156,144.9884929
way,26494339,-37.7877603,144.8386494
way,26494368,-37.7864845,144.8378894
way,26494882,-37.791358,144.8418427
way,26494909,-37.7887957,144.8391059
way,26494911,-37.7918753,144.8423882
way,26559040,-37.7695006,144.8994703
way,26559193,-37.7661079,144.8991592
way,26559282,-37.7656263,144.8967975
way,26562763,-37.7685173,144.8715497
way,26562858,-37.7703698,144.8674567
way,26563107,-37.7702989,144.8593576
way,26564389,-37.8080306,144.9653724
way,26581018,-37.7603371,144.8533099
way,26581064,-37.7573408,144.8549345
way,26581355,-37.7475349,144.8637099
way,26581356,-37.7489631,144.8645049
way,26581357,-37.7498164,144.8647476
way,26581408,-37.7507415,144.865317
way,26581409,-37.7515864,144.8658416
way,26581796,-37.7692778,144.8671573
way,26581849,-37.7690539,144.8676594
way,26581911,-37.7675951,144.8678783
way,26581946,-37.7666011,144.8680285
way,26581956,-37.7651762,144.8683371
way,26582758,-37.7664731,145.3542956
way,26582915,-37.774152,145.3604582
way,26583357,-37.754254,144.866796
way,26583538,-37.7544684,144.8704654
way,26583549,-37.753015,144.8707628
way,26583598,-37.7572636,144.8679161
way,26583742,-37.7566149,144.8731392
way,26584005,-37.7538731,144.8739041
way,26601412,-37.7398203,144.9636422
way,26601413,-37.7397397,144.9645953
way,26623603,-37.7087828,144.8957347
way,26699284,-37.7345639,144.8653755
way,26700574,-37.7448112,144.8495673
way,26700654,-37.747377,144.8483715
way,26700748,-37.7493682,144.8509634
way,26719927,-37.7548636,144.8865207
way,26744395,-37.7198619,144.8583139
way,26765736,-37.7764562,144.9382998
way,26765739,-37.7748591,144.9385579
way,26787473,-37.8647572,145.2286087
way,26787500,-37.8654145,145.2327858
way,26787812,-38.1463031,144.3567738
way,26791830,-37.8223508,145.2631178
way,26807306,-37.0549457,144.2131455
way,26807369,-37.0520439,144.2154079
way,26830146,-37.7985607,145.0103873
way,26878250,-38.0549158,145.2962972
way,26901932,-37.8304166,144.9770485
way,26924184,-37.7236647,144.8520204
way,26944595,-38.4059521,144.1763571
way,26944596,-38.4015084,144.1829201
way,26946703,-37.8958348,145.2505674
way,26947176,-37.7357237,144.8997202
way,26968939,-37.8593405,145.239148
way,26968962,-37.8557018,145.2400214
way,26968994,-37.8540196,145.2409586
way,26971193,-37.768916,144.8425107
way,26971412,-37.7724231,144.8392449
way,26987120,-37.7723076,144.849491
way,26988022,-37.7454111,144.8822891
way,27129412,-37.7297041,144.9486329
way,27130432,-37.7297411,144.9434683
way,27152022,-37.8398411,145.269828
way,27166063,-37.8504303,145.24788
way,27166530,-37.8469559,145.2530917
way,27166562,-37.847093,145.249905
way,27210007,-38.1351252,145.2741568
way,27210890,-37.7589801,144.9864988
way,27210898,-37.7618448,144.9922576
way,27241596,-37.8523502,145.2354398
way,27241600,-37.853051,145.2316925
way,27241603,-37.8507502,145.234377
way,27246174,-37.8048754,145.0007936
way,27246264,-37.8079041,145.0101328
way,27246521,-37.8007327,145.0092044
way,27246595,-37.7979611,145.0071174
way,27323515,-37.7524447,144.8886526
way,27370829,-37.7409227,144.8916022
way,27401208,-37.7241886,144.8712936
way,27443487,-37.8017225,145.1763763
way,27447535,-37.7260519,144.9592923
way,27447727,-37.7253142,144.9558324
way,27447728,-37.7247687,144.9544953
way,27447729,-37.7242933,144.9535729
way,27447730,-37.7234749,144.9532683
way,27447948,-37.7244008,144.9629314
way,27448011,-37.7217842,144.951926
way,27448012,-37.7209679,144.9520282
way,27448098,-37.7197459,144.9522876
way,27448101,-37.7186032,144.95261
way,27448182,-37.7199275,144.9605653
way,27462510,-37.8217951,144.9566004
way,27479560,-37.7067505,144.8802921
way,27480588,-37.7029148,144.8751697
way,27480611,-37.7045277,144.8748199
way,27480626,-37.7061336,144.8741222
way,27507841,-37.2938197,143.7887578
way,27507851,-37.2955525,143.7900224
way,27507993,-37.2938064,143.7864878
way,27521406,-37.7940631,144.9819561
way,27522337,-37.8032625,144.9792759
way,27527691,-37.7679934,145.0054241
way,27530672,-37.7694328,145.0149784
way,27549948,-37.8389839,144.9550054
way,27551687,-37.8426566,144.9468837
way,27552421,-37.8410935,144.9441656
way,27552706,-37.8392793,144.9444939
way,27553134,-37.8342484,144.9443061
way,27555879,-37.7263337,145.1178231
way,27556049,-37.7282046,145.1253065
way,27557492,-37.736972,145.1277819
way,27558341,-37.7983668,144.9715656
way,27576409,-37.7040322,144.8713149
way,27576955,-37.700119,144.8710862
way,27577539,-37.6973581,144.8756923
way,27577731,-37.7444915,144.9306188
way,27578006,-37.7098395,144.9204161
way,27578243,-37.7159032,144.9201058
way,27590922,-37.6965491,144.8741422
way,27592934,-37.7389055,144.8816908
way,27593681,-37.7760945,144.9651844
way,27612949,-37.8376715,144.92298
way,27613065,-37.698744,144.8844303
way,27613070,-37.699686,144.8810526
way,27613086,-37.6939526,144.884194
way,27613504,-37.6952116,144.8798529
way,27613506,-37.6932939,144.8778921
way,27613507,-37.6916132,144.8746394
way,27613534,-37.6909167,144.8761602
way,27617032,-37.738154,144.9634625
way,27630008,-37.8250428,145.0148934
way,27675492,-37.8717485,145.0297811
way,27695408,-37.8571936,144.9713058
way,27703190,-37.7680299,144.9926398
way,27703382,-37.7639711,145.0244304
way,27703618,-37.7737167,145.0283225
way,27703706,-37.7825232,145.0027719
way,27703771,-37.7814602,145.0125895
way,27703817,-37.7773445,144.9983984
way,27726920,-37.8774811,144.9858657
way,27727140,-37.8809445,144.9867273
way,27727391,-37.8938573,145.2493684
way,27727760,-37.8364766,144.9313563
way,27727905,-37.8827216,145.2463164
way,27728597,-37.8810725,145.243986
way,27730869,-37.749788,144.9560427
way,27730935,-37.7279884,144.9585086
way,27731400,-37.7181189,144.9454511
way,27731693,-37.729255,144.9376127
way,27748919,-37.8125053,145.0258816
way,27766154,-37.8667404,144.9973954
way,27768432,-37.7217785,145.1242917
way,27772268,-37.8313284,144.9075937
way,27773206,-37.8286529,145.0500766
way,27783990,-37.8099649,144.9737053
way,27784473,-37.8882246,144.9852646
way,27785354,-37.9164488,145.3259466
way,27785540,-37.9052545,145.3078158
way,27787489,-37.8086868,144.9448875
way,27787610,-37.7620273,144.8672957
way,27787653,-37.760824,144.8651167
way,27788037,-37.7713911,144.8706005
way,27807177,-37.7424262,144.9684279
way,27833531,-37.7231661,145.1302349
way,27833553,-37.7276364,145.1274943
way,27833620,-37.8250223,145.0234847
way,27834238,-37.7188845,145.1273528
way,27859175,-37.9131996,145.0044906
way,27860065,-37.7172835,145.1256878
way,27860189,-37.7738009,144.8613985
way,27860202,-37.7715872,144.8559128
way,27860461,-37.7625552,144.8587855
way,27862534,-37.7219573,145.1219714
way,27925061,-37.8507238,145.0108642
way,27944647,-37.8668962,145.0487268
way,27945339,-37.7326203,145.1373145
way,27948034,-37.7285308,144.9231439
way,27948248,-37.7258013,144.92116
way,27948254,-37.7236611,144.9202092
way,27948255,-37.7219869,144.9206461
way,27948657,-37.7200453,144.9113018
way,27948860,-37.7167549,144.9063124
way,27949080,-37.7163635,144.9185767
way,27994116,-37.7913389,145.0338163
way,28045703,-37.754733,145.1143222
way,28045883,-37.7368198,145.108368
way,28046158,-37.749048,145.1196439
way,28063837,-37.7432094,144.8552816
way,28063948,-37.7396163,144.8613183
way,28063952,-37.7400706,144.8595673
way,28064006,-37.7391677,144.855079
way,28064239,-37.7373031,144.8564096
way,28064270,-37.7365698,144.8570926
way,28064757,-37.7358306,144.8577638
way,28064808,-37.7382109,144.8582356
way,28064863,-37.737728,144.8606778
way,28064929,-37.7381532,144.8634371
way,28064933,-37.7378375,144.8635229
way,28065375,-37.9043889,145.2380285
way,28065603,-37.7328021,144.8667801
way,28065806,-37.7340267,144.8750298
way,28066084,-37.739277,144.8721727
way,28066331,-37.7347943,144.8675118
way,28066887,-37.7394956,144.8669331
way,28067176,-37.7431471,144.8729029
way,28067264,-37.7467305,144.87637
way,28082675,-37.9163877,145.2890307
way,28082685,-37.920333,145.2837393
way,28082688,-37.9170321,145.2798006
way,28082702,-37.9139737,145.2828437
way,28084649,-37.8336618,144.965389
way,28084662,-37.8344998,144.965628
way,28085445,-37.9659657,145.052685
way,28085472,-37.9658175,145.0496784
way,28085512,-37.9555792,145.0483849
way,28101016,-37.7603026,144.9959187
way,28118855,-37.8954444,145.3005255
way,28133308,-37.8857934,145.1673774
way,28133565,-37.8782406,145.0689922
way,28135127,-37.9022759,145.307875
way,28183415,-37.9411626,145.0171364
way,28185030,-37.947708,145.0122015
way,28185289,-37.839866,145.0955316
way,28185687,-37.9334779,145.0119639
way,28205552,-37.925701,145.0233425
way,28210110,-37.9358344,145.2050966
way,28210111,-37.9369007,145.2020573
way,28221641,-37.9184933,145.2740232
way,28221939,-37.8076612,145.0334893
way,28222626,-37.8024579,145.0475556
way,28223210,-37.9586696,145.0707864
way,28223992,-37.7999396,145.0387745
way,28242215,-37.7781538,145.3281412
way,28242377,-37.7375637,145.144789
way,28242413,-37.7340788,145.1422711
way,28256452,-37.9060628,145.012581
way,28256948,-37.910239,145.0138089
way,28257257,-37.7274543,145.1077683
way,28257492,-37.9239066,145.2731776
way,28276968,-37.7724205,145.3296732
way,28296558,-37.7468645,144.9976241
way,28315202,-37.7445472,145.0098653
way,28315754,-37.8030528,145.0027368
way,28315829,-37.7415805,145.0250351
way,28315886,-37.8037341,145.0023399
way,28317520,-37.7345596,145.0112785
way,28338415,-37.7315964,144.9995277
way,28338494,-37.9050685,145.1196219
way,28338828,-37.7219709,144.9975539
way,28338955,-37.8790839,145.1192744
way,28338963,-37.8796828,145.1175411
way,28339222,-37.9024563,145.1710628
way,28356204,-37.8362186,145.0856971
way,28356377,-37.8318683,145.0717937
way,28358182,-37.7977008,145.2842023
way,28358257,-37.8026704,145.2821325
way,28358421,-37.8091984,145.2764235
way,28358442,-37.7883624,145.2893191
way,28375252,-37.7487674,145.0084917
way,28375613,-37.7571202,145.0179595
way,28376037,-37.7546004,145.0073215
way,28380076,-37.2801611,142.9238894
way,28393500,-37.9136941,145.0320028
way,28393728,-37.7159939,145.1050791
way,28393747,-37.711573,145.1026071
way,28393846,-37.7108026,145.1041582
way,28394152,-37.9145661,145.0508153
way,28408358,-37.8978069,145.0430725
way,28408695,-37.8562116,145.0352707
way,28460880,-37.8435305,145.0459713
way,28460882,-37.8399591,145.0488229
way,28461428,-37.8670347,144.8952876
way,28461440,-37.8668232,144.8929072
way,28483951,-38.23755,145.0526989
way,28487382,-37.8173958,144.8860919
